899204480323000001,899204480323000001,8992,0448,0323,0000,01,0000,99182993,84
899204480323000002,899204480323000002,8992,0448,0323,0000,02,0000,41267743,84
899204480323000003,899204480323000003,8992,0448,0323,0000,03,0000,75590476,84
899204480323000004,899204480323000004,8992,0448,0323,0000,04,0000,10692137,84
899204480323000005,899204480323000005,8992,0448,0323,0000,05,0000,52195458,84
899204480323000001,899204480323000001,8992,0448,0323,0000,01,0000,71382629,84
899204480323000002,899204480323000002,8992,0448,0323,0000,02,0000,50835324,84
899204480323000003,899204480323000003,8992,0448,0323,0000,03,0000,29201494,84
899204480323000004,899204480323000004,8992,0448,0323,0000,04,0000,20419025,84
899204480323000005,899204480323000005,8992,0448,0323,0000,05,0000,85623703,84
899222333444555000,899222333444555000,8992,2233,3444,5550,00,7931,56262164,00
899222333444555001,899222333444555001,8992,2233,3444,5550,01,3170,70023856,00
899222333444555002,899222333444555002,8992,2233,3444,5550,02,6653,56630897,00
899222333444555003,899222333444555003,8992,2233,3444,5550,03,2317,60984938,00
899222333444555004,899222333444555004,8992,2233,3444,5550,04,8269,59258233,00
899222333444555005,899222333444555005,8992,2233,3444,5550,05,2469,22794662,00
899222333444555006,899222333444555006,8992,2233,3444,5550,06,4443,79955084,00
899222333444555007,899222333444555007,8992,2233,3444,5550,07,7541,66623688,00
899222333444555008,899222333444555008,8992,2233,3444,5550,08,5560,70161579,00
899222333444555009,899222333444555009,8992,2233,3444,5550,09,6182,56605934,00
899222333444555010,899222333444555010,8992,2233,3444,5550,10,2101,97887916,00
899222333444555011,899222333444555011,8992,2233,3444,5550,11,3928,18481494,00
899222333444555012,899222333444555012,8992,2233,3444,5550,12,2355,33296767,00
899222333444555013,899222333444555013,8992,2233,3444,5550,13,1473,25232769,00
899222333444555014,899222333444555014,8992,2233,3444,5550,14,9314,32148912,00
899222333444555015,899222333444555015,8992,2233,3444,5550,15,3119,38333925,00
899222333444555016,899222333444555016,8992,2233,3444,5550,16,1276,21567053,00
899222333444555017,899222333444555017,8992,2233,3444,5550,17,9447,48721850,00
899222333444555018,899222333444555018,8992,2233,3444,5550,18,5856,17067626,00
899222333444555019,899222333444555019,8992,2233,3444,5550,19,9996,51777305,00
899222333444555020,899222333444555020,8992,2233,3444,5550,20,7618,53747448,00
899222333444555021,899222333444555021,8992,2233,3444,5550,21,9074,10170312,00
899222333444555022,899222333444555022,8992,2233,3444,5550,22,1452,62367203,00
899222333444555023,899222333444555023,8992,2233,3444,5550,23,6937,31620241,00
899222333444555024,899222333444555024,8992,2233,3444,5550,24,5606,96016369,00
